"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 24_level_0', 'Awards')"
2001-02,23,POR,NBA,C,33,1,245,0.406,0.406,0.406,0.52,0.453,0.781,0.0,91,87,85,69.0,87,267,0,-4.5,-5.7,
2002-03,24,POR,NBA,C,2,0,5,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,,0,0,0,-0.9,-1.0,
2003-04,25,POR,NBA,C,9,0,26,0.2,0.2,0.2,1.0,0.34,0.4,0.0,46,44,42,133.0,66,132,0,-2.7,-2.1,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,44,1,276,0.368,0.368,0.368,0.556,0.431,0.711,0.0,83,79,77,74.0,83,242,0,-8.1,-8.8,
