Season,Team,Lg,Salary
2004-05,New Jersey Nets,NBA,"$939,480"
2005-06,New Jersey Nets,NBA,"$1,010,040"
2006-07,New Jersey Nets,NBA,"$1,080,480"
2007-08,New Jersey Nets,NBA,"$1,889,760"
2008-09,Oklahoma City Thunder,NBA,"$4,778,548"
2009-10,Oklahoma City Thunder,NBA,"$5,400,000"
2010-11,Boston Celtics,NBA,"$5,543,116"
Career,(may be incomplete),,"$20,641,424"
