"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2006-07,22.0,NYK,NBA,38:01,7.0,11.0,1.0,3.0,7.0,11.0,6.0,7.0,7.0,9.0,16.0,4.0,4.0,3.0,3.0,5.0,18.0,20.4
2007-08,23.0,NYK,NBA,34:06,5.0,10.0,1.0,2.0,5.0,10.0,7.0,10.0,7.0,7.0,12.0,4.0,4.0,3.0,3.0,6.0,11.0,13.4
2008-09,24.0,DEN,NBA,32:41,10.0,14.0,1.0,1.0,10.0,14.0,4.0,6.0,8.0,8.0,14.0,3.0,3.0,4.0,3.0,6.0,22.0,17.7
2009-10,25.0,DEN,NBA,15:03,2.0,4.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0,2.0,5.0,6.0,6.8
2010-11,26.0,TOT,NBA,18:35,4.0,5.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,10.0,8.2
2010-11,26.0,DEN,NBA,18:35,4.0,5.0,0.0,0.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,5.0,10.0,8.2
2010-11,26.0,NYK,NBA,7:37,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,0.3
2011-12,27.0,NYK,NBA,14:58,4.0,6.0,1.0,3.0,3.0,5.0,3.0,4.0,2.0,6.0,7.0,2.0,2.0,2.0,2.0,3.0,12.0,10.8
Career,,,,38:01,10.0,14.0,1.0,3.0,10.0,14.0,7.0,10.0,8.0,9.0,16.0,4.0,4.0,4.0,3.0,6.0,22.0,20.4
,,,,,,,,,,,,,,,,,,,,,,
4 Seasons,,NYK,NBA,38:01,7.0,11.0,1.0,3.0,7.0,11.0,7.0,10.0,7.0,9.0,16.0,4.0,4.0,3.0,3.0,6.0,18.0,20.4
3 Seasons,,DEN,NBA,32:41,10.0,14.0,1.0,3.0,10.0,14.0,4.0,6.0,8.0,8.0,14.0,3.0,3.0,4.0,3.0,6.0,22.0,17.7
