Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2010-11,22,MIA,NBA,C,2.0,0.0,11.0,4.8,14.4,0.333,0.0,0.0,4.8,14.4,0.333,0.333,0.0,0.0,,4.8,9.6,14.4,0.0,0.0,0.0,9.6,9.6,9.6,52.0,106.0,
2011-12,23,MIA,NBA,C,35.0,6.0,301.0,7.7,16.4,0.468,0.0,0.0,7.7,16.4,0.468,0.468,3.1,4.9,0.643,4.7,7.7,12.4,1.6,1.4,1.4,3.0,12.8,18.5,100.0,100.0,
2012-13,24,2TM,NBA,C,11.0,0.0,32.0,6.7,18.5,0.364,0.0,0.0,6.7,18.5,0.364,0.364,0.0,5.0,0.0,11.8,8.4,20.2,0.0,0.0,0.0,5.0,13.4,13.4,75.0,105.0,
2012-13,24,MIA,NBA,C,4.0,0.0,12.0,13.2,22.1,0.6,0.0,0.0,13.2,22.1,0.6,0.6,0.0,0.0,,17.6,13.2,30.9,0.0,0.0,0.0,8.8,17.6,26.5,103.0,104.0,
2012-13,24,MEM,NBA,C,7.0,0.0,20.0,2.7,16.3,0.167,0.0,0.0,2.7,16.3,0.167,0.167,0.0,8.1,0.0,8.1,5.4,13.6,0.0,0.0,0.0,2.7,10.9,5.4,48.0,106.0,
2013-14,25,ATL,NBA,C,2.0,0.0,3.0,0.0,16.9,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,33.8,0.0,50.7,0.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,84.0,116.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,50.0,6.0,347.0,7.4,16.6,0.45,0.0,0.0,7.4,16.6,0.45,0.45,2.7,5.0,0.545,5.8,7.7,13.5,1.4,1.2,1.2,3.3,12.6,17.6,95.0,101.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),,41.0,6.0,324.0,7.8,16.6,0.471,0.0,0.0,7.8,16.6,0.471,0.471,2.9,4.5,0.643,5.2,8.0,13.2,1.5,1.3,1.3,3.4,12.8,18.5,99.0,100.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,7.0,0.0,20.0,2.7,16.3,0.167,0.0,0.0,2.7,16.3,0.167,0.167,0.0,8.1,0.0,8.1,5.4,13.6,0.0,0.0,0.0,2.7,10.9,5.4,48.0,106.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,2.0,0.0,3.0,0.0,16.9,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,33.8,0.0,50.7,0.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,84.0,116.0,
