"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2010-11,22.0,MIA,NBA,8:59,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.3
2011-12,23.0,MIA,NBA,25:50,7.0,11.0,0.0,0.0,7.0,11.0,4.0,4.0,4.0,5.0,7.0,3.0,2.0,2.0,5.0,6.0,16.0,9.9
2012-13,24.0,TOT,NBA,9:58,2.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0
2012-13,24.0,MIA,NBA,5:34,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0
2012-13,24.0,MEM,NBA,9:58,1.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.7
2013-14,25.0,ATL,NBA,2:26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Career,,,,25:50,7.0,11.0,0.0,0.0,7.0,11.0,4.0,4.0,4.0,5.0,7.0,3.0,2.0,2.0,5.0,6.0,16.0,9.9
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,MIA,NBA,25:50,7.0,11.0,0.0,0.0,7.0,11.0,4.0,4.0,4.0,5.0,7.0,3.0,2.0,2.0,5.0,6.0,16.0,9.9
1 Season,,MEM,NBA,9:58,1.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.7
1 Season,,ATL,NBA,2:26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
