Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2011-12,23,MIA,NBA,C,3,1,8,0,2,0.0,0,0,0,2,0.0,0.0,0,0,0,0,0,1,0,1,0,2,0,0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,1,8,0,2,0.0,0,0,0,2,0.0,0.0,0,0,0,0,0,1,0,1,0,2,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,27,219,0,55,0.0,0,0,0,55,0.0,0.0,0,0,0,0,0,27,0,27,0,55,0,0,
