Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2015-16,22,MIA,NBA,SG,14.0,0.0,387.0,8.8,0.489,0.517,0.157,3.2,11.6,7.6,8.5,0.8,2.6,11.2,13.2,0.1,0.6,0.7,0.085,-1.6,0.9,-0.8,0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,24,MIA,NBA,SF,5.0,5.0,130.0,12.8,0.487,0.475,0.175,3.2,9.1,6.1,16.6,4.0,3.3,10.4,15.9,0.0,0.1,0.2,0.057,-1.1,2.5,1.4,0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,26,PHI,NBA,SG,4.0,4.0,144.0,11.8,0.524,0.5,0.321,2.9,8.4,5.6,16.3,0.7,1.3,11.1,21.8,0.1,0.0,0.1,0.027,0.5,-0.7,-0.1,0.1,
2020-21,27,DAL,NBA,SG,7.0,0.0,94.0,8.4,0.532,0.357,0.321,3.5,10.4,6.8,7.6,1.1,0.0,15.8,18.3,0.0,0.0,0.0,-0.017,-3.6,-1.1,-4.7,-0.1,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,30.0,9.0,755.0,10.0,0.504,0.484,0.225,3.2,10.4,6.9,11.3,1.4,2.1,11.7,15.9,0.2,0.7,0.9,0.056,-1.4,0.6,-0.8,0.2,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,25.0,2064.0,10.0,0.504,0.484,0.225,3.2,10.4,6.9,11.3,1.4,2.1,11.7,15.9,0.6,1.9,2.4,0.056,-1.4,0.6,-0.8,0.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIA (2 Yrs),MIA (2 Yrs),MIA (2 Yrs),MIA (2 Yrs),,19.0,5.0,517.0,9.8,0.488,0.504,0.163,3.2,11.0,7.2,10.6,1.6,2.8,11.0,13.9,0.1,0.7,0.8,0.078,-1.5,1.3,-0.2,0.2,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,7.0,0.0,94.0,8.4,0.532,0.357,0.321,3.5,10.4,6.8,7.6,1.1,0.0,15.8,18.3,0.0,0.0,0.0,-0.017,-3.6,-1.1,-4.7,-0.1,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,4.0,4.0,144.0,11.8,0.524,0.5,0.321,2.9,8.4,5.6,16.3,0.7,1.3,11.1,21.8,0.1,0.0,0.1,0.027,0.5,-0.7,-0.1,0.1,
