Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2000-01,21,PHO,NBA,C,4.0,4.0,75.0,2.9,7.7,0.375,0.0,0.0,2.9,7.7,0.375,0.375,0.0,0.0,,4.8,8.6,13.4,0.0,0.0,3.4,0.5,5.3,5.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04,24,MEM,NBA,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,24.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,26,MEM,NBA,C,4.0,3.0,59.0,3.7,6.1,0.6,0.0,0.0,3.7,6.1,0.6,0.6,0.6,1.2,0.5,2.4,4.3,6.7,1.2,0.6,0.6,4.3,7.9,7.9,
2006-07,27,HOU,NBA,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,24.0,24.0,1.0,12.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,24.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,10.0,7.0,140.0,3.1,6.7,0.462,0.0,0.0,3.1,6.7,0.462,0.462,1.3,1.5,0.833,3.9,7.2,11.1,0.5,0.3,2.1,2.8,6.2,7.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,5.0,3.0,62.0,3.5,5.8,0.6,0.0,0.0,3.5,5.8,0.6,0.6,1.7,2.3,0.75,2.3,4.1,6.4,1.2,0.6,0.6,5.8,7.5,8.7,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,4.0,4.0,75.0,2.9,7.7,0.375,0.0,0.0,2.9,7.7,0.375,0.375,0.0,0.0,,4.8,8.6,13.4,0.0,0.0,3.4,0.5,5.3,5.8,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,24.0,24.0,1.0,12.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,24.0,
