Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2000-01,21,PHO,NBA,C,4.0,4.0,18.8,1.5,4.0,0.375,0.0,0.0,1.5,4.0,0.375,0.375,0.0,0.0,,2.5,4.5,7.0,0.0,0.0,1.8,0.3,2.8,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04,24,MEM,NBA,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,26,MEM,NBA,C,4.0,3.0,14.8,1.5,2.5,0.6,0.0,0.0,1.5,2.5,0.6,0.6,0.3,0.5,0.5,1.0,1.8,2.8,0.5,0.3,0.3,1.8,3.3,3.3,
2006-07,27,HOU,NBA,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,10.0,7.0,14.0,1.2,2.6,0.462,0.0,0.0,1.2,2.6,0.462,0.462,0.5,0.6,0.833,1.5,2.8,4.3,0.2,0.1,0.8,1.1,2.4,2.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,5.0,3.0,12.4,1.2,2.0,0.6,0.0,0.0,1.2,2.0,0.6,0.6,0.6,0.8,0.75,0.8,1.4,2.2,0.4,0.2,0.2,2.0,2.6,3.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,4.0,4.0,18.8,1.5,4.0,0.375,0.0,0.0,1.5,4.0,0.375,0.375,0.0,0.0,,2.5,4.5,7.0,0.0,0.0,1.8,0.3,2.8,3.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,
