"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2000-01,21,PHO,NBA,WC1,SAC,L (1-3),4.0,18.8,3.0,7.0,0.0,0.0,1.8,6.0,16.0,0.375,0.0,0.0,6.0,16.0,0.375,0.375,0.0,0.0,,10.0,18.0,28.0,0.0,0.0,7.0,1.0,11.0,12.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04,24,MEM,NBA,WC1,SAS,L (0-4),1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,26,MEM,NBA,WC1,DAL,L (0-4),4.0,14.8,3.3,2.8,0.5,0.3,0.3,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,1.0,2.0,0.5,4.0,7.0,11.0,2.0,1.0,1.0,7.0,13.0,13.0,
2006-07,27,HOU,NBA,WC1,UTA,L (3-4),1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,
4 Yrs (4 Series),4 Yrs (4 Series),4 Yrs (4 Series),4 Yrs (4 Series),4 Yrs (4 Series),4 Yrs (4 Series),0-4,10.0,14.0,2.9,4.3,0.2,0.1,0.8,12.0,26.0,0.462,0.0,0.0,12.0,26.0,0.462,0.462,5.0,6.0,0.833,15.0,28.0,43.0,2.0,1.0,8.0,11.0,24.0,29.0,
