"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2000-01,21,PHO,NBA,C,57.0,39.0,947.0,0.47,4.8,1.0,0.47,0.353,0.102,0.074,0.0,0.47,0.644,0.355,0.182,0.313,,0.663,0.158,28.0,,0.0,0.0,
2001-02,22,PHO,NBA,C,67.0,47.0,1582.0,0.475,4.3,0.998,0.528,0.323,0.105,0.043,0.003,0.476,0.621,0.364,0.167,0.294,0.0,0.695,0.155,57.0,0.0,0.0,0.0,
2002-03,23,PHO,NBA,C,33.0,27.0,543.0,0.452,4.1,1.0,0.511,0.356,0.089,0.044,0.0,0.452,0.522,0.354,0.417,0.5,,0.738,0.141,17.0,,0.0,0.0,
2003-04,24,MEM,NBA,C,40.0,28.0,533.0,0.504,5.8,1.0,0.459,0.301,0.09,0.15,0.0,0.504,0.639,0.425,0.25,0.4,,0.776,0.188,22.0,,0.0,0.0,
2004-05,25,MEM,NBA,C,31.0,1.0,278.0,0.5,6.1,1.0,0.484,0.281,0.063,0.172,0.0,0.5,0.548,0.556,0.25,0.364,,0.75,0.156,8.0,,0.0,0.0,
2005-06,26,MEM,NBA,C,51.0,19.0,732.0,0.606,3.2,1.0,0.679,0.194,0.061,0.067,0.0,0.606,0.679,0.438,0.4,0.545,,0.65,0.17,21.0,,0.0,0.0,
2006-07,27,2TM,NBA,C,36.0,7.0,390.0,0.403,3.9,1.0,0.597,0.236,0.083,0.083,0.0,0.403,0.512,0.118,0.5,0.333,,0.759,0.042,3.0,,0.0,0.0,
2006-07,27,MEM,NBA,C,23.0,7.0,258.0,0.4,4.4,1.0,0.56,0.26,0.1,0.08,0.0,0.4,0.571,0.077,0.6,0.0,,0.8,0.04,2.0,,0.0,0.0,
2006-07,27,HOU,NBA,C,13.0,0.0,132.0,0.409,3.5,1.0,0.682,0.182,0.045,0.091,0.0,0.409,0.4,0.25,0.0,1.0,,0.667,0.045,1.0,,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,315.0,168.0,5005.0,0.49,4.5,0.999,0.53,0.304,0.091,0.073,0.001,0.49,0.615,0.372,0.25,0.379,0.0,0.702,0.153,156.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,44.0,1303.0,0.49,4.5,0.999,0.53,0.304,0.091,0.073,0.001,0.49,0.615,0.372,0.25,0.379,0.0,0.702,0.153,41.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (4 Yrs),MEM (4 Yrs),MEM (4 Yrs),MEM (4 Yrs),,145.0,55.0,1801.0,0.532,4.9,1.0,0.563,0.25,0.075,0.112,0.0,0.532,0.638,0.408,0.355,0.391,,0.717,0.158,53.0,,0.0,0.0,
PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),,157.0,113.0,3072.0,0.469,4.4,0.999,0.508,0.337,0.101,0.052,0.001,0.47,0.609,0.36,0.211,0.333,0.0,0.693,0.153,102.0,0.0,0.0,0.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,13.0,0.0,132.0,0.409,3.5,1.0,0.682,0.182,0.045,0.091,0.0,0.409,0.4,0.25,0.0,1.0,,0.667,0.045,1.0,,0.0,0.0,
