Season,Team,Lg,Salary
2010-11,Orlando Magic,NBA,"$1,028,400"
2011-12,Orlando Magic,NBA,"$1,105,560"
2012-13,Oklahoma City Thunder,NBA,"$757,712"
Career,(may be incomplete),,"$2,891,672"
