"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2019-20,20,MIA,NBA,EC1,IND,W (4-0),4.0,32.3,16.5,4.0,3.0,0.5,0.3,22.0,48.0,0.458,8.0,22.0,0.364,14.0,26.0,0.538,0.542,14.0,17.0,0.824,2.0,14.0,16.0,12.0,2.0,1.0,4.0,8.0,66.0,
2019-20,20,MIA,NBA,ECS,MIL,W (4-1),5.0,32.2,13.2,5.6,3.6,0.2,0.2,21.0,56.0,0.375,14.0,33.0,0.424,7.0,23.0,0.304,0.5,10.0,11.0,0.909,0.0,28.0,28.0,18.0,1.0,1.0,10.0,5.0,66.0,
2019-20,20,MIA,NBA,ECF,BOS,W (4-2),6.0,34.7,19.2,6.3,4.8,0.3,0.0,45.0,86.0,0.523,15.0,43.0,0.349,30.0,43.0,0.698,0.61,10.0,10.0,1.0,4.0,34.0,38.0,29.0,2.0,0.0,14.0,11.0,115.0,
2019-20,20,MIA,NBA,FIN,LAL,L (2-4),6.0,34.7,14.7,4.2,3.0,0.5,0.0,32.0,87.0,0.368,11.0,30.0,0.367,21.0,57.0,0.368,0.431,13.0,16.0,0.813,1.0,24.0,25.0,18.0,3.0,0.0,14.0,7.0,88.0,
2020-21,21,MIA,NBA,EC1,MIL,L (0-4),4.0,23.3,9.3,3.3,1.8,0.3,0.3,12.0,38.0,0.316,6.0,19.0,0.316,6.0,19.0,0.316,0.395,7.0,7.0,1.0,1.0,12.0,13.0,7.0,1.0,1.0,3.0,2.0,37.0,
2021-22,22,MIA,NBA,EC1,ATL,W (4-1),5.0,28.4,12.8,3.8,3.2,1.0,0.6,25.0,64.0,0.391,5.0,28.0,0.179,20.0,36.0,0.556,0.43,9.0,10.0,0.9,0.0,19.0,19.0,16.0,5.0,3.0,12.0,11.0,64.0,
2021-22,22,MIA,NBA,ECS,PHI,W (4-2),6.0,26.8,14.7,4.7,2.7,0.5,0.2,33.0,74.0,0.446,10.0,27.0,0.37,23.0,47.0,0.489,0.514,12.0,13.0,0.923,5.0,23.0,28.0,16.0,3.0,1.0,9.0,6.0,88.0,
2021-22,22,MIA,NBA,ECF,BOS,L (3-4),4.0,19.5,9.3,2.8,2.5,0.3,0.5,16.0,43.0,0.372,1.0,15.0,0.067,15.0,28.0,0.536,0.384,4.0,4.0,1.0,2.0,9.0,11.0,10.0,1.0,2.0,6.0,4.0,37.0,
2022-23,23,MIA,NBA,EC1,MIL,W (4-1),1.0,19.0,12.0,2.0,2.0,0.0,1.0,5.0,9.0,0.556,2.0,4.0,0.5,3.0,5.0,0.6,0.667,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,12.0,
2023-24,24,MIA,NBA,EC1,BOS,L (1-4),5.0,37.0,16.8,3.6,5.4,0.4,0.0,30.0,78.0,0.385,15.0,43.0,0.349,15.0,35.0,0.429,0.481,9.0,10.0,0.9,0.0,18.0,18.0,27.0,2.0,0.0,14.0,10.0,84.0,
