Season,Team,Lg,Salary
2017-18,Los Angeles Clippers,NBA,< $Minimum
2018-19,Los Angeles Clippers,NBA,"$1,349,383"
2019-20,Atlanta Hawks,NBA,"$502,491"
2021-22,New Orleans Pelicans,NBA,"$191,860"
Career,(may be incomplete),,"$2,043,734"
