0
2008-09 NBA 4.1 (11th)
2009-10 NBA 4.0 (11th)
2010-11 NBA 3.5 (19th)
2012-13 NBA 4.4 (14th)
2013-14 NBA 3.3 (20th)
Career 3.6 (61st)
Career NBA 3.6 (58th)
Career Playoffs 4.0 (28th)
Career NBA Playoffs 4.0 (28th)
