"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2008-09,23,CHI,NBA,C,7.0,7.0,271.0,0.51,1.8,1.0,0.863,0.118,0.0,0.02,0.0,0.51,0.5,0.667,,0.0,0.538,0.255,10.0,0.0,0.0,
2009-10,24,CHI,NBA,C,5.0,5.0,188.0,0.528,5.7,1.0,0.547,0.208,0.057,0.189,0.0,0.528,0.621,0.545,0.667,0.2,0.571,0.113,6.0,0.0,0.0,
2010-11,25,CHI,NBA,C,16.0,16.0,529.0,0.411,3.4,1.0,0.71,0.25,0.0,0.04,0.0,0.411,0.409,0.419,,0.4,0.588,0.129,13.0,0.0,0.0,
2011-12,26,CHI,NBA,C,3.0,3.0,99.0,0.731,7.1,1.0,0.462,0.231,0.115,0.192,0.0,0.731,0.833,0.5,1.0,0.6,0.737,0.077,2.0,0.0,0.0,
2012-13,27,CHI,NBA,C,12.0,12.0,409.0,0.437,6.3,1.0,0.555,0.185,0.067,0.193,0.0,0.437,0.545,0.364,0.25,0.261,0.577,0.101,11.0,0.0,0.0,
2013-14,28,CHI,NBA,C,5.0,5.0,210.0,0.512,8.4,1.0,0.415,0.244,0.024,0.317,0.0,0.512,0.706,0.2,0.0,0.538,0.762,0.0,0.0,0.0,0.0,
2014-15,29,CHI,NBA,C,12.0,12.0,395.0,0.408,3.0,1.0,0.684,0.263,0.039,0.013,0.0,0.408,0.423,0.45,0.0,0.0,0.645,0.066,5.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,34,LAC,NBA,C,2.0,0.0,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,62.0,60.0,2103.0,0.465,5.1,1.0,0.629,0.216,0.037,0.118,0.0,0.465,0.506,0.425,0.389,0.345,0.614,0.11,47.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,79.0,2781.0,0.465,,1.0,0.629,0.216,0.037,0.118,0.0,0.465,0.506,0.425,0.389,0.345,0.614,0.11,62.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (7 Yrs),CHI (7 Yrs),CHI (7 Yrs),CHI (7 Yrs),,60.0,60.0,2101.0,0.465,5.1,1.0,0.629,0.216,0.037,0.118,0.0,0.465,0.506,0.425,0.389,0.345,0.614,0.11,47.0,0.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,0.0,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,
