Season,Team,Lg,Salary
2022-23,Orlando Magic,NBA,"$11,055,120"
2023-24,Orlando Magic,NBA,"$11,608,080"
2024-25,Orlando Magic,NBA,"$12,160,800"
Career,(may be incomplete),,"$34,824,000"
