Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-30,BOS,@,CLE,"W, 117-115",*,38,4,7,0.571,1,3,0.333,5,6,0.833,6,5,11,1,2,1,4,5,14,13.4,-2
2025-11-29,BOS,@,MIN,"L, 115-119",*,20,0,2,0.0,0,2,0.0,0,0,,1,1,2,0,1,0,0,4,0,-1.0,1
2025-11-26,BOS,,DET,"W, 117-114",*,29,3,6,0.5,1,2,0.5,0,0,,1,5,6,4,2,0,1,4,7,8.4,-5
2025-11-23,BOS,,ORL,"W, 138-129",*,24,1,3,0.333,0,1,0.0,3,4,0.75,1,2,3,2,0,1,2,2,5,3.5,-6
2025-11-21,BOS,,BRK,"L, 105-113",*,24,4,7,0.571,1,2,0.5,0,0,,2,4,6,0,1,0,1,1,9,7.9,8
