"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2010-11,19.0,CREIGHTON,39,1133,220,419,47,116,94,126,82,280,45,11,4,87,81,581,0.525,0.405,0.746,29.1,14.9,7.2,1.2
2011-12,20.0,CREIGHTON,35,1117,307,511,54,111,133,167,84,288,37,7,3,79,61,801,0.601,0.486,0.796,31.9,22.9,8.2,1.1
2012-13,21.0,CREIGHTON,36,1138,284,518,77,157,189,216,58,276,57,8,2,93,56,834,0.548,0.49,0.875,31.6,23.2,7.7,1.6
2013-14,22.0,CREIGHTON,35,1181,330,627,96,214,178,206,57,244,55,8,5,62,67,934,0.526,0.449,0.864,33.7,26.7,7.0,1.6
Career,,,145,4569,1141,2075,274,598,594,715,281,1088,194,34,14,321,265,3150,0.55,0.458,0.831,31.5,21.7,7.5,1.3
