Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,22.0,MIA,NBA,PF,1,0,11:40,4,5,0.8,0,0,,0,0,,0,2,1,0,0,1,0,8
2022-23,25.0,MIA,NBA,C,1,0,23:34,2,2,1.0,0,0,,0,0,,0,0,1,0,0,2,0,4
2023-24,26.0,MIA,NBA,C,1,1,16:46,1,2,0.5,1,1,1.0,0,0,,1,2,2,0,0,1,0,3
Career,,,NBA,,3,1,52,7,9,0.778,1,1,1.0,0,0,,1,4,4,0,0,4,0,15
