"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2014-15,22.0,LAC,NBA,28:22,10.0,13.0,4.0,6.0,7.0,8.0,3.0,4.0,2.0,6.0,6.0,3.0,4.0,2.0,3.0,5.0,25.0,22.0
2015-16,23.0,LAC,NBA,37:05,8.0,19.0,1.0,6.0,7.0,13.0,4.0,5.0,2.0,5.0,6.0,8.0,1.0,0.0,3.0,3.0,21.0,18.5
2016-17,24.0,LAC,NBA,37:50,5.0,12.0,3.0,7.0,3.0,8.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,13.0,8.1
2018-19,26.0,HOU,NBA,33:23,5.0,10.0,4.0,6.0,2.0,5.0,2.0,2.0,1.0,6.0,6.0,3.0,2.0,1.0,3.0,4.0,14.0,8.8
2019-20,27.0,HOU,NBA,27:46,5.0,10.0,3.0,6.0,3.0,5.0,4.0,6.0,1.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,14.0,12.2
2020-21,28.0,DEN,NBA,46:58,7.0,14.0,5.0,10.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,7.0,1.0,2.0,2.0,5.0,21.0,16.1
2021-22,29.0,DEN,NBA,35:49,3.0,5.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0,2.0,5.0,7.0,6.1
2022-23,30.0,MIN,NBA,16:12,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0
Career,,,,46:58,10.0,19.0,5.0,10.0,7.0,13.0,4.0,6.0,2.0,6.0,6.0,8.0,5.0,2.0,3.0,5.0,25.0,22.0
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,LAC,NBA,37:50,10.0,19.0,4.0,7.0,7.0,13.0,4.0,5.0,2.0,6.0,6.0,8.0,4.0,2.0,3.0,5.0,25.0,22.0
2 Seasons,,HOU,NBA,33:23,5.0,10.0,4.0,6.0,3.0,5.0,4.0,6.0,1.0,6.0,6.0,5.0,2.0,1.0,3.0,5.0,14.0,12.2
2 Seasons,,DEN,NBA,46:58,7.0,14.0,5.0,10.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,7.0,5.0,2.0,2.0,5.0,21.0,16.1
1 Season,,MIN,NBA,16:12,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0
