0
2012-13 NBA 6.8 (9th)
2015-16 NBA 7.2 (18th)
2016-17 NBA 7.7 (20th)
2017-18 NBA 7.8 (15th)
2018-19 NBA 9.2 (11th)
2019-20 NBA 9.0 (13th)
Career 7.1 (43rd)
Career NBA 7.1 (43rd)
Career Playoffs 6.3 (78th)
Career NBA Playoffs 6.3 (77th)
