Season,Team,Lg,Salary
2021-22,Brooklyn Nets,NBA,"$5,318 (TW)"
2022-23,Sacramento Kings,NBA,"$1,637,966"
2023-24,Sacramento Kings,NBA,"$1,927,896"
2024-25,Dallas Mavericks,NBA,(TW)
Career,(may be incomplete),,"$3,571,180"
