Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2020-21,21,SAS,NBA,PG,37.0,1.0,269.0,5.0,10.4,0.474,0.4,0.7,0.6,4.6,9.8,0.466,0.494,2.3,2.5,0.895,1.1,1.7,2.8,5.2,1.1,0.0,1.7,1.7,12.6,
2021-22,22,SAS,NBA,PG,69.0,11.0,1148.0,5.2,10.6,0.49,0.3,1.6,0.196,4.9,9.0,0.542,0.504,2.2,2.9,0.78,0.9,4.0,4.9,7.3,1.3,0.2,1.4,2.4,13.0,
2022-23,23,SAS,NBA,PG,68.0,65.0,1984.0,6.2,13.5,0.459,0.8,2.9,0.285,5.4,10.6,0.506,0.489,2.7,3.1,0.86,1.0,3.4,4.4,8.1,1.6,0.2,2.0,1.8,15.9,
2023-24,24,SAS,NBA,PG,77.0,48.0,2138.0,5.1,10.1,0.505,1.1,3.2,0.335,4.0,6.9,0.584,0.558,1.7,2.0,0.856,1.0,3.9,4.9,8.0,1.3,0.2,2.0,1.5,13.0,
2024-25,25,2TM,NBA,PG,46.0,9.0,905.0,5.1,9.5,0.538,0.8,1.9,0.396,4.3,7.6,0.574,0.578,2.2,2.7,0.821,1.2,3.4,4.6,7.6,1.5,0.4,1.4,2.2,13.1,
2024-25,25,SAS,NBA,PG,28.0,0.0,450.0,3.6,7.4,0.484,0.6,2.1,0.308,3.0,5.4,0.552,0.527,2.0,2.6,0.758,1.2,3.4,4.6,8.3,1.4,0.4,1.7,2.6,9.8,
2024-25,25,CHI,NBA,PG,18.0,9.0,455.0,6.6,11.5,0.572,0.9,1.7,0.5,5.7,9.7,0.585,0.61,2.4,2.7,0.882,1.3,3.3,4.6,7.0,1.5,0.4,1.1,1.7,16.4,
2025-26,26,CHI,NBA,PG,17.0,11.0,486.0,5.5,10.4,0.529,0.6,1.9,0.32,4.9,8.5,0.574,0.557,5.1,6.0,0.852,0.8,3.3,4.1,6.1,2.1,0.3,2.1,2.1,16.7,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,314.0,145.0,6930.0,5.4,11.1,0.491,0.8,2.5,0.312,4.7,8.6,0.542,0.525,2.4,2.8,0.841,1.0,3.6,4.6,7.7,1.5,0.2,1.8,1.9,14.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (5 Yrs),SAS (5 Yrs),SAS (5 Yrs),SAS (5 Yrs),,279.0,125.0,5989.0,5.4,11.1,0.481,0.8,2.6,0.302,4.6,8.5,0.536,0.516,2.2,2.6,0.836,1.0,3.6,4.6,7.8,1.4,0.2,1.8,1.9,13.7,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,35.0,20.0,941.0,6.0,10.9,0.551,0.7,1.8,0.404,5.3,9.1,0.58,0.584,3.8,4.4,0.861,1.0,3.3,4.3,6.5,1.8,0.3,1.6,2.0,16.5,
