"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2005-06,25,MIL,NBA,SF,5.0,5.0,159.0,0.333,0.3,0.417,0.393,0.393,0.0,0.286,73.0,63.0,116.0,80.0,73.0,0.0,141.0,
,,,,,,,,,,,,,,,,,,,,,,
2011-12,31,LAC,NBA,SF,4.0,1.0,32.0,0.556,0.8,0.25,0.611,0.611,0.0,0.444,124.0,168.0,72.0,125.0,116.0,0.0,197.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,9.0,6.0,191.0,0.373,0.371,0.375,0.431,0.431,0.0,0.314,83.0,78.0,105.0,88.0,81.0,0.0,151.0,
,,,,,,,,,,,,,,,,,,,,,,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,5.0,5.0,159.0,0.333,0.3,0.417,0.393,0.393,0.0,0.286,73.0,63.0,116.0,80.0,73.0,0.0,141.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,4.0,1.0,32.0,0.556,0.8,0.25,0.611,0.611,0.0,0.444,124.0,168.0,72.0,125.0,116.0,0.0,197.0,
