Season,Team,Lg,Salary
2000-01,New York Knicks,NBA,"$316,969"
2001-02,New York Knicks,NBA,"$465,850"
2002-03,New York Knicks,NBA,"$587,435"
Career,(may be incomplete),,"$1,370,254"
