Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11,22.0,MIN,NBA,PF,1.0,0,11:44,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0
2011-12,23.0,MIN,NBA,PF,1.0,0,18:24,7.0,12.0,0.583,2.0,4.0,0.5,1.0,3.0,0.333,2.0,7.0,1.0,3.0,0.0,1.0,0.0,17.0
2013-14,25.0,MIN,NBA,PF,1.0,1,32:46,5.0,11.0,0.455,2.0,7.0,0.286,1.0,4.0,0.25,1.0,9.0,2.0,1.0,0.0,1.0,0.0,13.0
2016-17,28.0,CLE,NBA,PF,,0,0:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,29.0,CLE,NBA,C,,0,,,,,,,,,,,,,,,,,,
Career,,,NBA,,3.0,1,63,13.0,26.0,,4.0,11.0,,2.0,7.0,,3.0,20.0,4.0,4.0,0.0,3.0,0.0,32.0
