"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2016-17,21.0,GSW,NBA,41:51,8.0,13.0,3.0,6.0,7.0,8.0,3.0,4.0,2.0,5.0,7.0,6.0,3.0,2.0,2.0,4.0,19.0,14.4
2017-18,22.0,GSW,NBA,35:03,7.0,10.0,3.0,6.0,6.0,9.0,4.0,4.0,3.0,5.0,8.0,7.0,4.0,2.0,4.0,4.0,18.0,20.5
2018-19,23.0,TOT,NBA,26:34,5.0,9.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,1.0,3.0,5.0,13.0,12.7
2018-19,23.0,CLE,NBA,18:01,1.0,5.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,2.7
2018-19,23.0,TOR,NBA,26:34,5.0,9.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,1.0,3.0,5.0,13.0,12.7
2019-20,24.0,TOR,NBA,42:53,8.0,12.0,3.0,5.0,6.0,8.0,2.0,2.0,3.0,6.0,7.0,11.0,4.0,3.0,3.0,5.0,18.0,20.2
2020-21,25.0,TOR,NBA,9:44,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,6.5
Career,,,,42:53,8.0,13.0,3.0,6.0,7.0,9.0,4.0,4.0,3.0,6.0,8.0,11.0,4.0,3.0,4.0,5.0,19.0,20.5
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,TOR,NBA,42:53,8.0,12.0,3.0,5.0,6.0,8.0,3.0,4.0,3.0,6.0,7.0,11.0,4.0,3.0,3.0,5.0,18.0,20.2
2 Seasons,,GSW,NBA,41:51,8.0,13.0,3.0,6.0,7.0,9.0,4.0,4.0,3.0,5.0,8.0,7.0,4.0,2.0,4.0,4.0,19.0,20.5
1 Season,,CLE,NBA,18:01,1.0,5.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,2.7
