"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2009-10,20,SAS,NBA,PF,82,23,1494,.556,2.9,.996,.707,.220,.059,.010,.004,.558,.626,.367,.483,.400,.000,.596,.069,31,.000,1,0,
2010-11,21,SAS,NBA,PF,81,65,1734,.501,4.4,.997,.563,.326,.091,.017,.003,.503,.622,.374,.264,.300,.000,.692,.055,26,.000,0,0,
2011-12,22,SAS,NBA,PF,64,62,1363,.534,4.7,.998,.516,.375,.091,.016,.002,.535,.650,.418,.435,.125,.000,.747,.016,7,.000,0,0,
2012-13,23,SAS,NBA,PF,61,16,851,.524,5.9,.996,.458,.336,.122,.081,.004,.526,.653,.429,.394,.409,.000,.789,.030,8,.000,0,0,
2013-14,24,DAL,NBA,PF,78,13,1214,.534,5.1,.995,.481,.387,.115,.013,.005,.537,.640,.474,.333,.400,.000,.733,.020,8,.000,2,0,
2014-15,25,WAS,NBA,PF,29,0,180,.456,4.7,1.000,.386,.474,.123,.018,.000,.456,.545,.481,.143,.000,,.692,.035,2,,0,0,
2015-16,26,WAS,NBA,C,29,0,218,.412,8.2,.985,.382,.250,.221,.132,.015,.418,.538,.294,.400,.333,.000,.821,.000,0,.000,1,0,
2016-17,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,424,179,7054,.524,5.1,.996,.548,.327,.096,.025,.004,.526,.631,.412,.364,.333,.000,.704,.039,82,.000,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,35,1364,.524,5.1,.996,.548,.327,.096,.025,.004,.526,.631,.412,.364,.333,.000,.704,.039,16,.000,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (4 Yrs),SAS (4 Yrs),SAS (4 Yrs),SAS (4 Yrs),,288,166,5442,.528,4.5,.997,.573,.312,.087,.024,.003,.530,.634,.396,.379,.333,.000,.694,.044,72,.000,1,0,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,58,0,398,.432,6.4,.992,.384,.352,.176,.080,.008,.435,.542,.409,.318,.300,.000,.759,.016,2,.000,1,0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,78,13,1214,.534,5.1,.995,.481,.387,.115,.013,.005,.537,.640,.474,.333,.400,.000,.733,.020,8,.000,2,0,
