Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2012-13,24,MIL,NBA,C,4,4,28.3,4.8,8.3,0.576,0.0,0.0,4.8,8.3,0.576,0.576,1.3,2.8,0.455,2.8,5.5,8.3,1.3,0.8,1.3,3.0,4.5,10.8,
1 Yr,1 Yr,1 Yr,1 Yr,,4,4,28.3,4.8,8.3,0.576,0.0,0.0,4.8,8.3,0.576,0.576,1.3,2.8,0.455,2.8,5.5,8.3,1.3,0.8,1.3,3.0,4.5,10.8,
