"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2010-11,22,MIL,NBA,C,60,12,872,.433,9.6,1.000,.325,.183,.209,.284,.000,.433,.655,.367,.250,.355,,.621,.112,29,,0,0,
2011-12,23,MIL,NBA,PF,52,0,643,.457,5.7,.989,.603,.158,.076,.152,.011,.462,.586,.241,.143,.357,.000,.726,.158,26,.000,0,0,
2012-13,24,MIL,NBA,C,71,55,1937,.506,5.0,.997,.617,.175,.106,.099,.003,.507,.633,.292,.344,.283,.000,.676,.205,114,.000,0,0,DPOY-7
2013-14,25,MIL,NBA,C,23,20,584,.469,3.9,.994,.691,.185,.080,.037,.006,.472,.571,.267,.231,.167,.000,.566,.167,24,.000,0,0,
2014-15,26,MIL,NBA,C,27,26,586,.500,2.4,1.000,.733,.174,.076,.017,.000,.500,.579,.267,.385,.000,,.628,.203,28,,0,0,
2015-16,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health,Did not play - mental health
2016-17,28,CLE,NBA,C,5,0,13,.250,2.8,1.000,.750,.250,.000,.000,.000,.250,.333,.000,,,,.000,.000,0,,0,0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,238,113,4635,.480,4.9,.996,.582,.176,.115,.124,.004,.481,.611,.294,.288,.318,.000,.653,.176,221,.000,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,39,1597,.480,4.9,.996,.582,.176,.115,.124,.004,.481,.611,.294,.288,.318,.000,.653,.176,76,.000,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (5 Yrs),MIL (5 Yrs),MIL (5 Yrs),MIL (5 Yrs),,233,113,4622,.480,5.3,.996,.582,.175,.115,.124,.004,.482,.612,.295,.288,.318,.000,.654,.176,221,.000,0,0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,5,0,13,.250,2.8,1.000,.750,.250,.000,.000,.000,.250,.333,.000,,,,.000,.000,0,,0,0,
