"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2008-09,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2009-10,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2010-11,24,CHI,NBA,C,82,0,989,0,0,0,0,100,14.2,8.0,14,14,82,15,68,14,67,8,26,
2011-12,25,CHI,NBA,C,66,2,971,0,0,0,0,100,9.6,0.1,14,23,65,9,52,7,75,11,24,
2012-13,26,HOU,NBA,C,82,82,2464,0,0,0,0,100,6.3,6.9,53,44,103,34,147,12,172,30,83,
2013-14,27,HOU,NBA,C,48,19,968,0,0,0,0,100,3.9,-1.2,12,10,46,16,62,2,67,8,30,
2014-15,28,NOP,NBA,C,76,76,1982,0,0,0,4,96,1.6,0.5,21,30,63,18,108,10,172,19,89,
2015-16,29,NOP,NBA,C,68,64,1178,0,0,0,9,91,-8.6,-6.7,23,15,61,16,55,5,60,5,38,
2016-17,30,NOP,NBA,C,31,19,482,0,0,0,1,99,-5.2,-3.7,7,3,31,2,19,1,38,4,13,
2017-18,31,2TM,NBA,C,18,0,182,0,0,0,0,100,-6.5,-5.3,4,2,13,2,6,1,6,1,4,
2017-18,31,NOP,NBA,C,14,0,121,0,0,0,0,100,1.0,-0.8,1,1,8,2,5,1,4,0,3,
2017-18,31,CHI,NBA,C,4,0,61,0,0,0,0,100,-21.6,-14.2,3,1,5,0,1,0,2,1,1,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,471,262,9216,0,0,0,2,98,3.5,1.6,148,141,464,112,517,52,657,86,307,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,46,1604,0,0,0,2,98,3.5,1.6,26,25,81,19,90,9,114,15,53,
,,,,,,,,,,,,,,,,,,,,,,,,
NOP (4 Yrs),NOP (4 Yrs),NOP (4 Yrs),NOP (4 Yrs),,189,159,3763,0,0,0,5,95,-2.5,-2.3,52,49,163,38,187,17,274,28,143,
CHI (3 Yrs),CHI (3 Yrs),CHI (3 Yrs),CHI (3 Yrs),,152,2,2021,0,0,0,0,100,10.9,3.5,31,38,152,24,121,21,144,20,51,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,130,101,3432,0,0,0,0,100,5.6,4.6,65,54,149,50,209,14,239,38,113,
