Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-19,SAC,@,OKC,"L, 99-113",,27,5,9,0.556,3,5,0.6,3,4,0.75,0,3,3,2,2,0,1,3,16,13.4,-4
2025-11-16,SAC,@,SAS,"L, 110-123",,28,5,17,0.294,2,7,0.286,4,4,1.0,0,2,2,1,1,0,1,1,16,7.0,3
2025-11-14,SAC,@,MIN,"L, 110-124",,16,0,4,0.0,0,1,0.0,0,0,,1,0,1,0,1,0,1,1,0,-2.5,0
2025-11-11,SAC,,DEN,"L, 108-122",,28,5,12,0.417,2,5,0.4,0,0,,0,1,1,2,1,0,1,0,12,7.3,2
2025-11-09,SAC,,MIN,"L, 117-144",,20,1,7,0.143,0,3,0.0,0,0,,0,0,0,5,0,0,0,3,2,-0.2,-10
