"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('Unnamed: 20_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 25_level_0', 'Awards')"
2004-05,19,POR,NBA,C,19,0,104,0.435,2.6,1.0,0.565,0.348,0.087,0.0,0.0,0.435,0.615,0.25,0.0,0.8,0.174,4,0,0,
2005-06,20,POR,NBA,C,27,4,212,0.581,1.6,1.0,0.806,0.194,0.0,0.0,0.0,0.581,0.68,0.167,,0.611,0.387,10,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,46,4,316,0.519,2.1,1.0,0.704,0.259,0.037,0.0,0.0,0.519,0.658,0.214,0.0,0.679,0.296,14,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,7,563,0.519,2.1,1.0,0.704,0.259,0.037,0.0,0.0,0.519,0.658,0.214,0.0,0.679,0.296,25,0,0,
