Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2004-05,19,POR,NBA,C,19,0,104,5.1,11.8,0.435,0.0,0.0,5.1,11.8,0.435,0.435,3.1,5.7,0.545,3.1,6.2,9.2,1.0,0.5,2.6,6.2,10.8,13.4,74,109,
2005-06,20,POR,NBA,C,27,4,212,4.7,8.0,0.581,0.0,0.0,4.7,8.0,0.581,0.581,2.1,4.4,0.471,3.6,9.0,12.7,0.3,0.8,2.1,3.6,10.6,11.4,92,110,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,46,4,316,4.8,9.3,0.519,0.0,0.0,4.8,9.3,0.519,0.519,2.4,4.8,0.5,3.4,8.1,11.5,0.5,0.7,2.2,4.5,10.7,12.0,84,110,
