"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2011-12,19.0,NOTREDAME,34,820,85,201,41,120,28,37,33,150,30,17,5,25,46,239,0.423,0.342,0.757,24.1,7.0,4.4,0.9
2012-13,20.0,NOTREDAME,35,1123,109,245,58,154,34,48,25,164,75,16,12,31,54,310,0.445,0.377,0.708,32.1,8.9,4.7,2.1
2013-14,21.0,NOTREDAME,32,1190,155,343,76,201,55,66,38,227,95,33,18,35,57,441,0.452,0.378,0.833,37.2,13.8,7.1,3.0
2014-15,22.0,NOTREDAME,38,1351,166,356,93,220,50,64,41,282,57,27,36,44,75,475,0.466,0.423,0.781,35.6,12.5,7.4,1.5
Career,,,139,4484,515,1145,268,695,167,215,137,823,257,93,71,135,232,1465,0.45,0.386,0.777,32.3,10.5,5.9,1.8
