Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-19,HOU,@,CLE,"W, 114-104",*,28,2,6,0.333,0,0,,2,2,1.0,6,5,11,3,0,1,2,2,6,8.3,6
2025-11-16,HOU,,ORL,"W, 117-113 (OT)",,27,1,8,0.125,0,0,,1,2,0.5,8,5,13,0,0,0,2,3,3,1.3,-2
2025-11-14,HOU,,POR,"W, 140-116",,18,2,4,0.5,0,0,,1,2,0.5,5,6,11,0,1,2,0,1,5,9.9,22
2025-11-12,HOU,,WAS,"W, 135-112",,17,2,5,0.4,0,0,,1,2,0.5,5,3,8,4,0,2,1,2,5,8.7,21
2025-11-09,HOU,@,MIL,"W, 122-115",,22,5,7,0.714,0,0,,2,2,1.0,5,1,6,1,0,0,1,2,12,11.8,-3
