Highlight,Unnamed: 1,In Stathead
"Career high, Points",27.0,View full stats from top 20 games
"Career high, Rebounds",23.0,View full stats from top 20 games
"Career high, Assists",10.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",6.0,View full stats from top 20 games
"Career high, Game Score",29.5,View full stats from top 20 games
Triple-Doubles,1.0,View all
