Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,26.0,CHI,NBA,SF,1,0,5:51,0,2,0.0,0,0,,0,0,,0,0,1,0,0,0,0,0
2012-13,27.0,CHI,NBA,SF,1,0,17:05,4,10,0.4,1,5,0.2,1,1,1.0,0,2,1,0,0,2,0,10
Career,,,NBA,,2,0,23,4,12,0.333,1,5,0.2,1,1,1.0,0,2,2,0,0,2,0,10
