Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,24.0,SAC,NBA,C,1.0,0,18:06,6.0,7.0,0.857,0.0,0.0,,2.0,3.0,0.667,4.0,7.0,0.0,0.0,0.0,1.0,1.0,14.0
2015-16,25.0,SAC,NBA,C,1.0,0,11:36,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,4.0,1.0,0.0,0.0,0.0,2.0,11.0
2016-17,26.0,SAC,NBA,C,1.0,0,2:27,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
2017-18,27.0,NOP,NBA,C,,0,,,,,,,,,,,,,,,,,,
Career,,,NBA,,3.0,0,32,12.0,15.0,,2.0,4.0,,2.0,3.0,,5.0,11.0,1.0,1.0,0.0,1.0,3.0,28.0
