"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2022-23,24,NYK,NBA,C,11,11,298,0.604,0.604,0.604,0.394,0.568,0.688,0.0,127,110,111,50,98,258,0,
2023-24,25,NYK,NBA,C,6,0,115,0.5,0.5,0.5,0.375,0.485,0.571,0.0,105,92,91,48,84,234,0,
2024-25,26,NYK,NBA,C,18,4,370,0.608,0.608,0.608,0.393,0.555,1.098,0.0,130,112,112,50,96,452,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,35,15,783,0.593,0.593,0.593,0.392,0.552,0.858,0.0,126,109,109,50,95,343,0,
