"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2004-05,22,PHO,NBA,PG,12.0,0.0,116.0,0.343,12.3,0.714,0.429,0.057,0.029,0.2,0.286,0.32,0.4,0.5,0.0,0.143,0.4,0.375,0.5,0.0,0.0,0.3,0.333,1.0,0.0,
2005-06,23,PHO,NBA,SG,20.0,3.0,632.0,0.47,11.9,0.685,0.411,0.082,0.082,0.11,0.315,0.507,0.611,0.278,0.444,0.333,0.391,0.395,0.815,0.005,1.0,0.174,0.25,1.0,0.0,
2006-07,24,PHO,NBA,SG,11.0,1.0,349.0,0.405,13.7,0.627,0.329,0.082,0.076,0.139,0.373,0.465,0.615,0.231,0.167,0.409,0.305,0.348,0.722,0.0,0.0,0.271,0.188,0.0,0.0,
2007-08,25,PHO,NBA,SG,5.0,1.0,143.0,0.345,12.3,0.673,0.345,0.127,0.091,0.109,0.327,0.405,0.368,0.429,0.8,0.167,0.222,0.2,0.75,0.0,0.0,0.5,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,27,PHO,NBA,PG,16.0,0.0,250.0,0.417,13.5,0.66,0.34,0.087,0.039,0.194,0.34,0.456,0.514,0.222,0.0,0.55,0.343,0.129,0.75,0.0,0.0,0.286,0.4,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,29,IND,NBA,SG,11.0,0.0,223.0,0.37,13.3,0.726,0.288,0.164,0.082,0.192,0.274,0.453,0.571,0.5,0.333,0.286,0.15,0.375,1.0,0.0,0.0,0.4,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,32,GSW,NBA,SG,21.0,0.0,229.0,0.443,10.9,0.739,0.432,0.159,0.057,0.091,0.261,0.477,0.526,0.357,0.4,0.5,0.348,0.613,1.0,0.0,0.0,0.261,0.5,0.0,0.0,
2015-16,33,GSW,NBA,SG,23.0,0.0,254.0,0.58,12.2,0.682,0.398,0.114,0.08,0.091,0.318,0.667,0.657,0.6,0.571,0.875,0.393,0.575,0.818,0.0,0.0,0.393,0.636,0.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,119.0,5.0,2196.0,0.437,12.5,0.68,0.372,0.104,0.071,0.133,0.32,0.487,0.567,0.365,0.379,0.413,0.332,0.395,0.793,0.001,1.0,0.286,0.28,2.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,3.0,1513.0,0.437,12.5,0.68,0.372,0.104,0.071,0.133,0.32,0.487,0.567,0.365,0.379,0.413,0.332,0.395,0.793,0.001,1.0,0.286,0.28,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHO (5 Yrs),PHO (5 Yrs),PHO (5 Yrs),PHO (5 Yrs),,64.0,5.0,1490.0,0.423,12.7,0.665,0.37,0.086,0.07,0.139,0.335,0.464,0.559,0.286,0.35,0.38,0.34,0.318,0.754,0.002,1.0,0.262,0.22,2.0,0.0,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,44.0,0.0,483.0,0.511,11.5,0.71,0.415,0.136,0.068,0.091,0.29,0.568,0.589,0.458,0.5,0.688,0.373,0.592,0.895,0.0,0.0,0.333,0.588,0.0,0.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,11.0,0.0,223.0,0.37,13.3,0.726,0.288,0.164,0.082,0.192,0.274,0.453,0.571,0.5,0.333,0.286,0.15,0.375,1.0,0.0,0.0,0.4,0.0,0.0,0.0,
