"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2003-04,21.0,PHO,NBA,40:26,11.0,18.0,4.0,8.0,9.0,12.0,6.0,7.0,2.0,6.0,7.0,9.0,5.0,1.0,7.0,6.0,27.0,26.5
2004-05,22.0,PHO,NBA,41:32,9.0,17.0,5.0,9.0,7.0,10.0,7.0,8.0,2.0,5.0,6.0,7.0,3.0,1.0,5.0,5.0,22.0,19.6
2005-06,23.0,PHO,NBA,41:07,11.0,20.0,4.0,11.0,9.0,12.0,7.0,9.0,3.0,7.0,8.0,8.0,3.0,1.0,5.0,6.0,28.0,21.9
2006-07,24.0,PHO,NBA,47:55,12.0,23.0,7.0,12.0,9.0,16.0,11.0,12.0,2.0,9.0,10.0,12.0,5.0,2.0,7.0,6.0,32.0,28.1
2007-08,25.0,PHO,NBA,43:08,15.0,26.0,8.0,14.0,11.0,15.0,11.0,12.0,2.0,7.0,7.0,7.0,4.0,2.0,6.0,6.0,39.0,32.3
2008-09,26.0,PHO,NBA,43:50,16.0,21.0,5.0,8.0,11.0,14.0,10.0,10.0,2.0,7.0,7.0,7.0,6.0,1.0,4.0,4.0,41.0,43.5
2009-10,27.0,PHO,NBA,40:14,9.0,16.0,3.0,10.0,7.0,10.0,6.0,7.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,24.0,15.8
2010-11,28.0,TOR,NBA,33:42,12.0,21.0,3.0,8.0,10.0,17.0,6.0,9.0,2.0,4.0,6.0,7.0,3.0,1.0,5.0,5.0,29.0,25.9
2011-12,29.0,TOT,NBA,34:18,11.0,20.0,3.0,8.0,9.0,18.0,9.0,9.0,4.0,5.0,9.0,6.0,4.0,2.0,4.0,6.0,24.0,15.4
2011-12,29.0,TOR,NBA,34:18,11.0,20.0,3.0,8.0,9.0,18.0,9.0,9.0,3.0,4.0,6.0,6.0,3.0,2.0,4.0,6.0,24.0,15.4
2011-12,29.0,IND,NBA,29:20,6.0,12.0,3.0,7.0,5.0,10.0,5.0,5.0,4.0,5.0,9.0,4.0,4.0,0.0,3.0,5.0,14.0,13.6
2012-13,30.0,BOS,NBA,30:25,6.0,11.0,3.0,4.0,6.0,8.0,6.0,6.0,1.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,17.0,13.9
2013-14,31.0,PHO,NBA,30:10,8.0,15.0,2.0,4.0,8.0,12.0,7.0,8.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,21.0,14.2
2014-15,32.0,GSW,NBA,30:59,8.0,13.0,3.0,6.0,7.0,11.0,5.0,7.0,2.0,4.0,6.0,9.0,3.0,1.0,4.0,5.0,19.0,18.5
2015-16,33.0,GSW,NBA,23:27,8.0,9.0,5.0,5.0,5.0,8.0,4.0,4.0,3.0,5.0,6.0,4.0,3.0,1.0,3.0,5.0,21.0,17.5
2016-17,34.0,PHO,NBA,33:24,8.0,16.0,5.0,7.0,6.0,11.0,4.0,4.0,2.0,5.0,6.0,4.0,2.0,1.0,4.0,6.0,21.0,18.4
Career,,,,47:55,16.0,26.0,8.0,14.0,11.0,18.0,11.0,12.0,4.0,9.0,10.0,12.0,6.0,2.0,7.0,6.0,41.0,43.5
,,,,,,,,,,,,,,,,,,,,,,
9 Seasons,,PHO,NBA,47:55,16.0,26.0,8.0,14.0,11.0,16.0,11.0,12.0,3.0,9.0,10.0,12.0,6.0,2.0,7.0,6.0,41.0,43.5
2 Seasons,,GSW,NBA,30:59,8.0,13.0,5.0,6.0,7.0,11.0,5.0,7.0,3.0,5.0,6.0,9.0,3.0,1.0,4.0,5.0,21.0,18.5
2 Seasons,,TOR,NBA,34:18,12.0,21.0,3.0,8.0,10.0,18.0,9.0,9.0,3.0,4.0,6.0,7.0,3.0,2.0,5.0,6.0,29.0,25.9
1 Season,,BOS,NBA,30:25,6.0,11.0,3.0,4.0,6.0,8.0,6.0,6.0,1.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,17.0,13.9
1 Season,,IND,NBA,29:20,6.0,12.0,3.0,7.0,5.0,10.0,5.0,5.0,4.0,5.0,9.0,4.0,4.0,0.0,3.0,5.0,14.0,13.6
