Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2018-19,22,DET,NBA,SG,3,0,15,14.4,28.8,0.5,2.4,9.6,0.25,12.0,19.2,0.625,0.542,2.4,2.4,1.0,0.0,4.8,4.8,0.0,4.8,0.0,0.0,0.0,33.6,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,15,14.4,28.8,0.5,2.4,9.6,0.25,12.0,19.2,0.625,0.542,2.4,2.4,1.0,0.0,4.8,4.8,0.0,4.8,0.0,0.0,0.0,33.6,
