"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2024-25,20,IND,NBA,SG,50,0,379,0.38,15.3,0.457,0.261,0.174,0.0,0.022,0.543,0.476,0.667,0.25,0.0,0.3,0.85,0.933,0.098,8,0.44,0.364,0,0,
2025-26,21,IND,NBA,SG,3,0,37,0.5,14.2,0.5,0.167,0.333,0.0,0.0,0.5,0.333,1.0,0.0,,0.667,1.0,1.0,0.0,0,0.333,1.0,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,53,0,416,0.388,14.7,0.459,0.255,0.184,0.0,0.02,0.541,0.467,0.68,0.222,0.0,0.321,0.857,0.941,0.092,8,0.434,0.391,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,644,0.388,14.7,0.459,0.255,0.184,0.0,0.02,0.541,0.467,0.68,0.222,0.0,0.321,0.857,0.941,0.092,12,0.434,0.391,0,0,
