0
2019-20 NBA 18.7 (11th)
2020-21 NBA 18.6 (12th)
2021-22 NBA 19.5 (5th)
2022-23 NBA 18.9 (9th)
2024-25 NBA 17.0 (19th)
Active 17.7 (15th)
