Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2024-25,23,ORL,NBA,SF,2,0,5,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,28.8,7.2,0.0,0.0,14.4,0.0,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,5,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,28.8,7.2,0.0,0.0,14.4,0.0,0.0,
