Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2024-25,19,LAC,NBA,SG,3,0,13,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,0,2,2,0,1,0,1,0,5,0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,13,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,0,2,2,0,1,0,1,0,5,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,355,55,82,0.667,27,55,0.5,27,27,1.0,0.833,0,0,0,55,55,0,27,0,27,0,137,0,
