Season,Team,Lg,Salary
2001-02,Orlando Magic,NBA,"$901,800"
2002-03,Orlando Magic,NBA,"$969,480"
2003-04,Orlando Magic,NBA,"$1,125,729"
Career,(may be incomplete),,"$2,997,009"
