Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2013-14,27,CHA,NBA,PF,1,0,3,-9.4,0.0,87.1,41.8,0.0,0.0,0.0,100.0,15.9,0.0,0.0,0.0,-0.441,-18.8,0.3,-18.6,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,3,-9.4,0.0,87.1,41.8,0.0,0.0,0.0,100.0,15.9,0.0,0.0,0.0,-0.441,-18.8,0.3,-18.6,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,246,-9.4,0.0,87.1,41.8,0.0,0.0,0.0,100.0,15.9,-2.6,0.3,-2.3,-0.441,-18.8,0.3,-18.6,-0.9,
