Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2019-20,22,LAC,NBA,C,12,0,64,14,32,.438,9,20,.450,5,12,.417,.578,5,5,1.000,1,10,11,2,2,2,2,9,42,0,
2020-21,23,2TM,NBA,PF,39,0,280,33,89,.371,13,50,.260,20,39,.513,.444,16,20,.800,12,48,60,17,8,13,15,36,95,0,
2020-21,23,LAC,NBA,PF,23,0,94,9,32,.281,4,18,.222,5,14,.357,.344,5,6,.833,1,13,14,5,2,3,6,18,27,0,
2020-21,23,CLE,NBA,PF,16,0,186,24,57,.421,9,32,.281,15,25,.600,.500,11,14,.786,11,35,46,12,6,10,9,18,68,0,
2021-22,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2022-23,25,BOS,NBA,PF,4,0,36,2,7,.286,0,3,.000,2,4,.500,.286,2,2,1.000,5,5,10,0,2,0,1,3,6,0,
2023-24,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,55,0,380,49,128,.383,22,73,.301,27,55,.491,.469,23,27,.852,18,63,81,19,12,15,18,48,143,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,567,73,191,.383,33,109,.301,40,82,.491,.469,34,40,.852,27,94,121,28,18,22,27,72,213,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,35,0,158,23,64,.359,13,38,.342,10,26,.385,.461,10,11,.909,2,23,25,7,4,5,8,27,69,0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,16,0,186,24,57,.421,9,32,.281,15,25,.600,.500,11,14,.786,11,35,46,12,6,10,9,18,68,0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,4,0,36,2,7,.286,0,3,.000,2,4,.500,.286,2,2,1.000,5,5,10,0,2,0,1,3,6,0,
