Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2004-05,24,CHA,NBA,SG,31.0,1.0,328.0,36.0,81.0,0.444,3.0,8.0,0.375,33.0,73.0,0.452,0.463,18.0,26.0,0.692,14.0,34.0,48.0,30.0,11.0,4.0,20.0,42.0,93.0,0.0,
2005-06,25,CHA,NBA,SF,66.0,18.0,1303.0,157.0,365.0,0.43,2.0,21.0,0.095,155.0,344.0,0.451,0.433,106.0,134.0,0.791,62.0,157.0,219.0,77.0,81.0,10.0,74.0,141.0,422.0,0.0,
2006-07,26,2TM,NBA,SG,31.0,0.0,278.0,19.0,62.0,0.306,0.0,2.0,0.0,19.0,60.0,0.317,0.306,23.0,27.0,0.852,10.0,38.0,48.0,19.0,17.0,2.0,16.0,32.0,61.0,0.0,
2006-07,26,CHA,NBA,SG,21.0,0.0,241.0,16.0,54.0,0.296,0.0,2.0,0.0,16.0,52.0,0.308,0.296,19.0,22.0,0.864,9.0,33.0,42.0,17.0,13.0,1.0,16.0,28.0,51.0,0.0,
2006-07,26,NJN,NBA,SF,10.0,0.0,37.0,3.0,8.0,0.375,0.0,0.0,,3.0,8.0,0.375,0.375,4.0,5.0,0.8,1.0,5.0,6.0,2.0,4.0,1.0,0.0,4.0,10.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,128.0,19.0,1909.0,212.0,508.0,0.417,5.0,31.0,0.161,207.0,477.0,0.434,0.422,147.0,187.0,0.786,86.0,229.0,315.0,126.0,109.0,16.0,110.0,215.0,576.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,12.0,1223.0,136.0,325.0,0.417,3.0,20.0,0.161,133.0,306.0,0.434,0.422,94.0,120.0,0.786,55.0,147.0,202.0,81.0,70.0,10.0,70.0,138.0,369.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA (3 Yrs),CHA (3 Yrs),CHA (3 Yrs),CHA (3 Yrs),,118.0,19.0,1872.0,209.0,500.0,0.418,5.0,31.0,0.161,204.0,469.0,0.435,0.423,143.0,182.0,0.786,85.0,224.0,309.0,124.0,105.0,15.0,110.0,211.0,566.0,0.0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,10.0,0.0,37.0,3.0,8.0,0.375,0.0,0.0,,3.0,8.0,0.375,0.375,4.0,5.0,0.8,1.0,5.0,6.0,2.0,4.0,1.0,0.0,4.0,10.0,0.0,
