Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2022-23,21,MIN,NBA,SG,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0,127,
2023-24,22,MIN,NBA,SG,6,0,18,8.7,20.3,0.429,2.9,11.6,0.25,5.8,8.7,0.667,0.5,0.0,0.0,0.0,5.8,5.8,5.8,2.9,0.0,2.9,8.7,20.3,99,111,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7,0,20,7.8,18.2,0.429,2.6,10.4,0.25,5.2,7.8,0.667,0.5,0.0,0.0,0.0,5.2,5.2,5.2,2.6,0.0,5.2,7.8,18.2,86,113,
