"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('Unnamed: 20_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 25_level_0', 'Awards')"
2020-21,21,BRK,NBA,C,12,0,130,0.483,3.0,1.0,0.552,0.414,0.034,0.0,0.0,0.483,0.625,0.25,1.0,0.786,0.379,9,0,0,
2021-22,22,BRK,NBA,C,4,0,98,0.792,1.8,1.0,0.792,0.208,0.0,0.0,0.0,0.792,0.842,0.6,,0.737,0.333,8,0,0,
2022-23,23,BRK,NBA,C,4,4,117,0.72,3.5,1.0,0.64,0.28,0.08,0.0,0.0,0.72,0.813,0.571,0.5,0.944,0.4,10,0,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,20,4,345,0.654,2.8,1.0,0.654,0.308,0.038,0.0,0.0,0.654,0.765,0.417,0.667,0.824,0.372,27,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,16,1415,0.654,2.8,1.0,0.654,0.308,0.038,0.0,0.0,0.654,0.765,0.417,0.667,0.824,0.372,111,0,0,
