Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2020-21,21,BRK,NBA,C,12,0,130,5.4,11.1,0.483,0.0,0.0,5.4,11.1,0.483,0.483,0.8,1.2,0.667,5.4,7.3,12.7,2.7,1.5,4.6,1.5,7.7,11.5,115,105,
2021-22,22,BRK,NBA,C,4,0,98,9.9,12.5,0.792,0.0,0.0,9.9,12.5,0.792,0.792,2.1,11.5,0.182,3.7,9.4,13.1,3.1,2.6,4.7,1.0,3.1,21.9,125,113,
2022-23,23,BRK,NBA,C,4,4,117,8.2,11.4,0.72,0.0,0.0,8.2,11.4,0.72,0.72,2.7,4.6,0.6,2.3,12.3,14.6,2.7,0.5,3.2,1.4,3.7,19.2,134,111,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,20,4,345,7.6,11.6,0.654,0.0,0.0,7.6,11.6,0.654,0.654,1.8,5.2,0.343,3.9,9.5,13.4,2.8,1.5,4.2,1.3,5.1,17.0,124,109,
