Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2008-09,20,MEM,NBA,PF,76,64,1464,191,436,.438,0,2,.000,191,434,.440,.438,40,60,.667,108,238,346,43,52,52,47,206,422,0,
2009-10,21,MEM,NBA,PF,32,1,457,63,146,.432,0,1,.000,63,145,.434,.432,17,30,.567,37,73,110,15,14,14,22,60,143,0,
2010-11,22,MEM,NBA,PF,80,9,1609,310,624,.497,0,6,.000,310,618,.502,.497,109,134,.813,115,227,342,53,52,63,88,228,729,0,
2011-12,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2012-13,24,MEM,NBA,PF,59,3,970,162,359,.451,5,18,.278,157,341,.460,.458,33,46,.717,68,101,169,33,24,33,43,126,362,0,
2013-14,25,DEN,NBA,SF,68,1,1161,162,410,.395,24,64,.375,138,346,.399,.424,53,62,.855,52,158,210,61,39,47,58,185,401,0,
2014-15,26,DEN,NBA,PF,58,4,988,155,384,.404,26,110,.236,129,274,.471,.438,46,59,.780,53,118,171,57,48,26,47,146,382,0,
2015-16,27,DEN,NBA,PF,70,16,1516,221,489,.452,45,117,.385,176,372,.473,.498,40,53,.755,86,207,293,96,53,48,66,185,527,0,
2016-17,28,DEN,NBA,PF,41,7,639,95,215,.442,53,117,.453,42,98,.429,.565,19,22,.864,25,87,112,42,19,21,36,76,262,0,
2017-18,29,DEN,NBA,PF,19,1,141,22,47,.468,8,23,.348,14,24,.583,.553,2,3,.667,3,12,15,9,8,3,15,22,54,0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,503,106,8945,1381,3110,.444,161,458,.352,1220,2652,.460,.470,359,469,.765,547,1221,1768,409,309,307,422,1234,3282,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,17,1458,225,507,.444,26,75,.352,199,432,.460,.470,59,76,.765,89,199,288,67,50,50,69,201,535,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (5 Yrs),DEN (5 Yrs),DEN (5 Yrs),DEN (5 Yrs),,256,29,4445,655,1545,.424,156,431,.362,499,1114,.448,.474,160,199,.804,219,582,801,265,167,145,222,614,1626,0,
MEM (4 Yrs),MEM (4 Yrs),MEM (4 Yrs),MEM (4 Yrs),,247,77,4500,726,1565,.464,5,27,.185,721,1538,.469,.465,199,270,.737,328,639,967,144,142,162,200,620,1656,0,
