Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2014-15,23,MIL,NBA,PG,6.0,6.0,191.0,8.9,21.0,0.423,0.0,1.3,0.0,8.9,19.7,0.452,0.423,1.9,3.2,0.583,0.3,7.0,7.3,7.8,1.9,1.6,4.3,3.8,19.7,85.0,105.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,25,CHI,NBA,PG,5.0,0.0,53.0,5.9,14.7,0.4,0.0,1.0,0.0,5.9,13.8,0.429,0.4,2.0,3.9,0.5,1.0,2.9,3.9,5.9,2.0,1.0,5.9,5.9,13.8,76.0,114.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,27,ORL,NBA,PG,5.0,0.0,92.0,6.6,16.9,0.387,1.1,4.4,0.25,5.5,12.6,0.435,0.419,3.8,4.4,0.875,1.1,9.8,10.9,6.6,1.6,0.0,4.4,6.6,18.0,91.0,111.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,16.0,6.0,336.0,7.8,18.9,0.411,0.3,2.1,0.143,7.5,16.8,0.445,0.419,2.4,3.7,0.667,0.6,7.2,7.8,7.2,1.8,1.1,4.6,4.9,18.3,85.0,108.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,6.0,6.0,191.0,8.9,21.0,0.423,0.0,1.3,0.0,8.9,19.7,0.452,0.423,1.9,3.2,0.583,0.3,7.0,7.3,7.8,1.9,1.6,4.3,3.8,19.7,85.0,105.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,5.0,0.0,53.0,5.9,14.7,0.4,0.0,1.0,0.0,5.9,13.8,0.429,0.4,2.0,3.9,0.5,1.0,2.9,3.9,5.9,2.0,1.0,5.9,5.9,13.8,76.0,114.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,5.0,0.0,92.0,6.6,16.9,0.387,1.1,4.4,0.25,5.5,12.6,0.435,0.419,3.8,4.4,0.875,1.1,9.8,10.9,6.6,1.6,0.0,4.4,6.6,18.0,91.0,111.0,
