"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2023-24,23,DEN,NBA,PF,3,0,14,0,0,0,100,0,-29.8,-27.9,1,0,0,0,1,0,3,0,0,
2024-25,24,DEN,NBA,PF,5,0,30,0,0,29,71,0,-9.9,-4.4,0,1,3,0,1,0,5,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,8,0,44,0,0,20,80,0,-16.3,-11.9,1,1,3,0,2,0,8,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,451,0,0,20,80,0,-16.3,-11.9,10,10,31,0,21,0,82,0,0,
