0
2014-15 NBA 9.5 (10th)
2015-16 NBA 9.6 (13th)
2016-17 NBA 12.1 (6th)
2017-18 NBA 9.8 (8th)
2019-20 NBA 13.1 (4th)
2020-21 NBA 11.8 (5th)
2022-23 NBA 12.9 (5th)
2023-24 NBA 11.2 (3rd)
2025-26 NBA 12.0 (7th)
Active 10.2 (7th)
Career 10.2 (25th)
Career NBA 10.2 (25th)
Career Playoffs 9.4 (44th)
Career NBA Playoffs 9.4 (42nd)
