Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2021-22,25,UTA,NBA,PF,4,0,6.0,0.8,1.5,0.5,0.3,0.5,0.5,0.5,1.0,0.5,0.583,0.3,0.3,1.0,0.3,1.0,1.3,0.0,0.3,0.0,0.0,0.8,2.0,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,6.0,0.8,1.5,0.5,0.3,0.5,0.5,0.5,1.0,0.5,0.583,0.3,0.3,1.0,0.3,1.0,1.3,0.0,0.3,0.0,0.0,0.8,2.0,
