"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Eric Paschall,,2.1,2.0,0.9
Corky Calhoun,95.6,2.2,2.1,1.0
Stan Love,93.5,2.2,2.1,0.7
Ron Thomas,92.8,2.0,1.8,0.8
Antoine Carr,92.7,2.2,2.1,0.7
Mark Acres,92.2,2.2,1.6,0.9
J.R. Reid,92.0,2.1,1.8,1.1
Sam Pellom,91.2,2.2,1.8,0.7
Wally Walker,91.2,1.9,1.8,0.9
Ben Coleman,90.5,2.0,1.8,0.8
Alaa Abdelnaby,90.3,2.1,2.0,0.5
