"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2004-05,25,WAS,NBA,C,10.0,10.0,296.0,0.542,4.2,1.0,0.542,0.333,0.111,0.014,0.0,0.542,0.744,0.292,0.375,0.0,0.564,0.208,15.0,0.0,0.0,
2005-06,26,WAS,NBA,C,6.0,6.0,155.0,0.682,3.1,1.0,0.591,0.409,0.0,0.0,0.0,0.682,0.846,0.444,,,0.6,0.227,5.0,0.0,0.0,
2006-07,27,WAS,NBA,C,3.0,0.0,34.0,0.714,3.9,1.0,0.714,0.143,0.143,0.0,0.0,0.714,1.0,0.0,0.0,,0.6,0.286,2.0,0.0,0.0,
2007-08,28,WAS,NBA,C,6.0,6.0,178.0,0.591,4.5,1.0,0.523,0.364,0.023,0.091,0.0,0.591,0.696,0.5,1.0,0.25,0.654,0.25,11.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,30,DAL,NBA,C,6.0,2.0,139.0,0.571,1.6,1.0,0.81,0.19,0.0,0.0,0.0,0.571,0.647,0.25,,,0.5,0.238,4.0,0.0,0.0,
2010-11,31,DAL,NBA,C,18.0,0.0,275.0,0.581,2.7,1.0,0.71,0.226,0.065,0.0,0.0,0.581,0.727,0.286,0.0,,0.667,0.323,9.0,0.0,0.0,
2011-12,32,DAL,NBA,C,4.0,4.0,61.0,0.286,2.8,1.0,0.643,0.286,0.0,0.071,0.0,0.286,0.444,0.0,,0.0,0.25,0.214,2.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,35,CLE,NBA,C,1.0,0.0,2.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,54.0,28.0,1140.0,0.561,4.7,1.0,0.604,0.307,0.061,0.028,0.0,0.561,0.719,0.338,0.308,0.167,0.588,0.241,48.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,43.0,1731.0,0.561,4.7,1.0,0.604,0.307,0.061,0.028,0.0,0.561,0.719,0.338,0.308,0.167,0.588,0.241,73.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (4 Yrs),WAS (4 Yrs),WAS (4 Yrs),WAS (4 Yrs),,25.0,22.0,663.0,0.586,3.9,1.0,0.552,0.345,0.069,0.034,0.0,0.586,0.763,0.38,0.4,0.2,0.6,0.228,33.0,0.0,0.0,
DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),,28.0,6.0,475.0,0.515,2.4,1.0,0.727,0.227,0.03,0.015,0.0,0.515,0.646,0.2,0.0,0.0,0.559,0.273,15.0,0.0,0.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,1.0,0.0,2.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,
