"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Jaden Ivey,,1.2,0.5,0.0
Marco Belinelli,94.7,1.2,0.5,0.0
Ronnie Price,90.1,1.1,0.4,0.1
Tre Mann,88.8,1.2,0.5,0.1
Kyle Weaver,87.9,1.2,0.3,0.0
Frank Jackson,87.2,1.2,0.4,0.2
Tate George,87.0,1.1,0.4,-0.1
Ty Jerome,85.7,1.3,0.5,0.0
Norris Cole,85.6,1.2,0.6,0.0
Nate Hawthorne,84.7,1.1,0.5,0.1
Eddie Hughes,84.4,1.0,0.4,0.0
