Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2017-18,21,NOP,NBA,PF,7,0,48,5,12,0.417,0,0,5,12,0.417,0.417,0,0,4,5,9,0,1,1,1,9,10,0,
1 Yr,1 Yr,1 Yr,1 Yr,,7,0,48,5,12,0.417,0,0,5,12,0.417,0.417,0,0,4,5,9,0,1,1,1,9,10,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,562,59,141,0.417,0,0,59,141,0.417,0.417,0,0,47,59,105,0,12,12,12,105,117,0,
